输入文本,生成问题,参考问题,改写问题,F1
"[['押黄', '拼音', 'yā huáng']]",押 黄 的 拼 音 怎 么 拼 ？,呃……谁知道押黄的拼音怎样写,押黄的拼音怎么拼写？,0.636263906955719
"[['大成', '中文名', '周大成'], ['周大成', '别名', '大成'], ['大成', '中文名', '周大成']]",大 成 的 中 文 名 的 别 名 的 主 人 公 是 谁 ？,大成的中文名的别名的艺名是什么？,请问大成的中文名的别名的主人公是谁？,0.5920202732086182
"[['新世纪大厦', '建筑类型', '板楼,塔楼']]",新 世 纪 大 厦 属 于 哪 种 建 筑 类 型 ？,新世纪大厦是属于什么类型的建筑？,新世纪大厦属于什么类型的建筑？,0.6792787313461304
"[['综艺大满贯', '主持人', '王惠'], ['王惠', '代表作品', '节目全面拦截等']]",综 艺 大 满 贯 的 主 持 人 有 哪 些 代 表 作 品 ？,综艺大满贯的主持人有哪些其他作品？,综艺大满贯的主持人有哪些代表作品？,0.6405012607574463
"[['郑楠', '代表作品', '流泪的新娘'], ['流泪的新娘', '首播频道', '山东电视影视频道']]",郑 楠 的 代 表 作 品 在 哪 个 频 道 首 播 ？,郑楠的代表作品是在哪个频道首播的？,郑楠的代表作《流泪的新娘》在哪个频道首播？,0.6332574486732483
"[['中国摄影年鉴', '作者', '中国摄影家协会'], ['中国摄影家协会', '现任主席', '王瑶']]",中 国 摄 影 年 鉴 的 作 者 现 在 的 主 席 是 谁 ？,中国摄影年鉴的作者现在的主席是谁？,请问《中国摄影年鉴》的作者是谁，他目前担任什么职务？,0.6947633624076843
"[['二十五味珍珠丸', '功用', '安神开窍']]",你 知 道 二 十 五 味 珍 珠 丸 有 什 么 功 用 吗 ？,谁知道二十五味珍珠丸有什么功用？,请问二十五味珍珠丸的功用是什么？,0.6830887198448181
"[['道行天尊', '教派', '阐教']]",你 知 道 道 行 天 尊 的 教 派 吗 ？,道行天尊属于什么教派？,请问道行天尊属于哪个教派？,0.6735689640045166
"[['油炸冰琪淋', '混音', '杜比数码环绕声   DTS']]",你 知 道 油 炸 冰 琪 淋 是 什 么 音 效 的 吗 ？,油炸冰琪淋的混音是哪种类型？,油炸冰琪淋采用了哪种音效技术？,0.6681541800498962
"[['狩猎聚会（理查德·谢帕德执导2006年上映的电影）', '其它译名', '突入波斯尼亚的春天、猎狐行动']]",狩 猎 聚 会 还 有 其 他 名 字 吗 ？,狩猎聚会有没有其它译名啊？,狩猎聚会这部电影还有哪些别的名字？,0.6363276243209839
"[['云雀北方亚种', '种', '欧亚云雀'], ['欧亚云雀', '体征', '外尾羽白色,尾巴棕色']]",云 雀 北 方 亚 种 的 种 有 哪 些 体 征 ？,云雀北方亚种的种有哪些特征？,云雀北方亚种的种有哪些体征？,0.642899215221405
"[['白龙庙（江苏省南通市崇川区寺庙）', '负责人', '金宝林']]",白 龙 庙 的 负 责 人 是 谁 ？,白龙庙的负责人是谁？,请问白龙庙的负责人是谁？,0.6475845575332642
"[['狩猎者（益智养成消除类冒险游戏）', '游戏语言', '英文，中文']]",狩 猎 者 这 个 游 戏 是 什 么 语 言 的 ？,狩猎者使用的什么语言？,请问狩猎者这个游戏的语言支持哪些语言？,0.5859712362289429
"[['西安机电信息技术研究所', '别称', '中国兵器工业集团公司'], ['中国兵器工业集团公司', '年营业额', '4002亿元(2014年)']]",西 安 机 电 信 息 技 术 研 究 所 的 别 称 的 年 营 业 额 是 多 少 ？,西安机电信息技术研究所的别称年营业额是多少？,请问西安机电信息技术研究所的别称对应的年营业额是多少？,0.6993907690048218
"[['济南高新技术产业开发区', '创建时间', '1988年11月5日']]",济 南 高 新 技 术 产 业 开 发 区 是 什 么 时 候 创 建 的 ？,济南高新技术产业开发区是什么时候创建的,请问济南高新技术产业开发区是在哪一天成立的？,0.7363539934158325
"[['香港体育学院', '学校地址', '新界沙田源禾路25号']]",香 港 体 育 学 院 的 具 体 地 址 ？,香港体育学院在什么位置？,请问香港体育学院的具体地址在哪里？,0.6462478041648865
"[['大米保湿卸妆液', '营养成分', 'VC']]",大 米 保 湿 卸 妆 液 有 哪 些 营 养 成 分 ？,大米保湿卸妆液有什么营养成分？,请问大米保湿卸妆液含有哪些营养成分？,0.747730553150177
"[['地热能', '类别', '可再生资源'], ['可再生资源', '概念', '资源']]",如 何 解 释 地 热 能 的 类 别 ？,如何解释地热能的类别？,地热能属于哪一类可再生资源？,0.625629186630249
"[['长发集团长江投资实业股份有限公司', '主营业务', '现代综合物流']]",长 发 集 团 长 江 投 资 实 业 股 份 有 限 公 司 的 主 营 业 务 是 什 么 ？,长发集团长江投资实业股份有限公司的业务有哪些？,请问长发集团长江投资实业股份有限公司的主要业务是什么？,0.7761707305908203
"[['长城牌', '国别', '中华人民共和国']]",你 知 道 长 城 牌 是 什 么 国 家 的 吗 ？,请问长城牌是哪个国家的机构？,请问长城牌属于哪个国家？,0.5805367231369019
"[['清平大小和卓之战', '结果', '大小和卓战败，清朝完成全国统一']]",清 平 大 小 和 卓 之 战 的 结 果 是 什 么 ？,你知道清平大小和卓之战的战绩如何吗？,请问清平大小和卓之战的结果是什么？,0.6587656736373901
"[['镇东街道（吉林省白城市镇赉县下辖街道）', '政府驻地', '新兴南街1777号']]",你 知 道 镇 东 街 道 的 政 府 驻 在 哪 里 吗 ？,镇东街道的政府驻地在哪？,请问镇东街道的政府驻地位于哪里？,0.6703357696533203
"[['茹荼', '注释', '比喻受尽苦难']]",茹 荼 的 注 释 是 什 么 ？,你知道茹荼是什么意思啊？,茹荼的注释是什么？,0.5490878820419312
"[['HIRO（日本男舞者、制作人）', '所属组合', 'EXILE']]",HIRO 是 哪 个 组 合 的 成 员 ？,你知道HIRO的组合是什么组合吗？,请问HIRO是哪个组合的成员？,0.5480954647064209
"[['游泳池畔的冥想', '丛书', '五指诗丛']]",游 泳 池 畔 的 冥 想 有 哪 些 丛 书 ？,《游泳池畔的冥想》是什么类型的丛书,请问《游泳池畔的冥想》属于哪个丛书系列？,0.7528749704360962
"[['守护猫娘绯鞠（的良米兰原作的漫画）', '连载期间', '2006年6月-2013年10月（完结）']]",《 守 护 猫 娘 绯 鞠 》 从 什 么 时 候 开 始 连 载 的 ？,我想知道守护猫娘绯鞠是否连载？,《守护猫娘绯鞠》是从什么时候开始连载的呢？,0.6228669881820679
"[['钢铁侠：噬甲危机', '出品年份', '2013']]",钢 铁 侠 ： 噬 甲 危 机 是 什 么 时 候 出 品 的 ？,钢铁侠：噬甲危机哪年出品的？,请问《钢铁侠：噬甲危机》是在哪一年上映的？,0.7354227304458618
"[['低速载货汽车', '车型尺寸', '6m*2m*2.5m']]",低 速 载 货 汽 车 的 车 型 尺 寸 是 什 么 ？,请问低速载货汽车的尺寸是什么？,请问低速载货汽车的车型尺寸是多少？,0.6836404204368591
"[['庞德（《阵面对决》中的卡牌）', '费用', '6']]",庞 德 需 要 花 费 多 少 费 用 ？,庞德需要多少费用？,请问庞德（《阵面对决》中的卡牌）需要花费多少费用？,0.6106424927711487
"[['地球启动三步曲', '作者', '茶炉'], ['茶炉', '别名', '茶水炉'], ['茶水炉', '构造', '炉膛']]",你 知 道 地 球 启 动 三 步 曲 的 作 者 的 别 名 的 主 要 构 成 吗 ？,你知道地球启动三步曲的作者的别名的主要构成吗？,请问《地球启动三步曲》的作者茶炉的别名是什么？它的主要构造包括哪些部分？,0.6320114731788635
"[['天下收藏（北京电视台大型文化类节目）', '节目类型', '鉴宝']]",天 下 收 藏 是 什 么 类 型 的 综 艺 ？,天下收藏属于什么类型的节目？,请问天下收藏是哪一类综艺节目呢？,0.6431547403335571
"[['文冠木', '是否处方药', '否']]",文 冠 木 是 否 为 处 方 药 ？,文冠木是处方药吗？,请问文冠木是否属于处方药？,0.7076007127761841
"[['中甜205', '选育单位', '中国农业科学院甜菜研究所'], ['中国农业科学院甜菜研究所', '在职职工', '180余人']]",中 甜 205 的 选 育 单 位 有 多 少 名 职 工 ？,中甜205的选育单位有多少名职工？,请问中甜205的选育单位有多少名在职职工？,0.6231915950775146
"[['华藏世界', '简述', '莲华藏世界的简称']]",你 知 道 华 藏 世 界 的 简 称 吗 ？,麻烦你介绍下华藏世界？,请问华藏世界的简称为何？,0.6250511407852173
"[['A级防火材料', '要求', '建筑高大于100米']]",A 级 防 火 材 料 的 要 求 是 什 么 ？,你知道演A级防火材料需要什么？,请问A级防火材料的要求是什么？,0.6514341831207275
"[['江寒（小说人物）', '外号', '寒少，江大爷，小星星']]",江 寒 的 外 号 是 什 么 ？,我很好奇江寒有没有什么外号？,请问江寒的昵称有哪些？,0.5817950963973999
"[['玄皇', '身份', '元始天尊'], ['元始天尊', '所属', '先天大道化身之一']]",玄 皇 的 身 份 所 属 哪 里 ？,玄皇的身份所属哪里？,玄皇的身份属于哪里？,0.6248236298561096
"[['中华人民共和国土地管理法', '颁布时间', '1986年6月25日']]",中 华 人 民 共 和 国 土 地 管 理 法 是 什 么 时 候 颁 布 的 ？,中华人民共和国土地管理法是什么时间发布的啊？,请问中华人民共和国土地管理法是在哪一天颁布的？,0.7226806879043579
"[['包氏父子（张天翼创作的短篇小说）', '发表时间', '1934年4月1日']]",包 氏 父 子 是 什 么 时 候 发 表 的 ？,请问包氏父子是什么时候发表的？,请问包氏父子（张天翼创作的短篇小说）是在哪一天发表的？,0.6083431839942932
"[['小丑回魂（2017年安德斯·穆斯切蒂执导美国电影）', '导演', '安德斯·穆斯切蒂']]",小 丑 回 魂 的 导 演 是 谁 ？,你知道小丑回魂是谁导的吗？,请问《小丑回魂（2017年安德斯·穆斯切蒂执导美国电影）》的导演是谁？,0.5574373006820679
"[['王·盖亚', '精灵属性', '战斗系']]",王 · 盖 亚 的 精 灵 属 性 是 什 么 ？,你知道王·盖亚是什么属性的吗？,请问王·盖亚的精灵属性是什么？,0.6291195154190063
"[['沃尔夫·拉叶星', '质量', '约为太阳质量的8-265倍']]",请 问 沃 尔 夫 · 拉 叶 星 的 质 量 是 多 少 ？,请告诉我沃尔夫·拉叶星的质量是？,沃尔夫·拉叶星的质量大约是太阳质量的多少倍？,0.6841723918914795
"[['南毛北马之混乱时空', '作者', '连载中'], ['连载中', '中文名', '连载中']]",南 毛 北 马 之 混 乱 时 空 的 作 者 目 前 还 在 连 载 中 ？,焚心之城这本小说是完结了还是南毛北马之混乱时空的作者？,请问《南毛北马之混乱时空》的作者还在连载中吗？,0.6248543858528137
"[['春灯', '用途', '春节'], ['春节', '持续时间', '4000余年']]",春 灯 的 用 途 有 多 长 时 间 ？,春灯的用途有多长时间？,春灯的用途持续了多久？,0.6112150549888611
"[['北京医务社工临床实践教学联盟', '成立日期', '2021年6月9日']]",北 京 医 务 社 工 临 床 实 践 教 学 联 盟 是 哪 天 成 立 的 ？,你知道北京医务社工临床实践教学联盟的成立日期吗？,请问北京医务社工临床实践教学联盟是在哪一天成立的？,0.7802606225013733
"[['4次元之龙（《游戏王ARC-V》动画龙）', '出自作品', '《游戏王ARC-V》']]",4 次 元 之 龙 出 自 哪 个 作 品 ？,4次元之龙在哪个作品中出现过,请问4次元之龙是出自哪部作品？,0.6341504454612732
"[['王者的智慧', '作者', '王健'], ['王健', '职务', '教授']]",请 问 王 者 的 智 慧 的 作 者 的 职 务 是 什 么 ？,你知道王者的智慧的作者的职务是什么吗？,请问《王者的智慧》这本书的作者是谁，他的职务是什么？,0.6241211891174316
"[['红岩（小说改编连环画）', '改编', '可蒙']]",你 知 道 红 岩 是 由 谁 改 编 的 吗 ？,请问谁是红岩的改编者？,请问红岩这本小说改编的连环画是由谁改编的？,0.6076011061668396
"[['河惠汕高速公路', '宽度', '四车道高速公路标准']]",河 惠 汕 高 速 公 路 的 宽 度 是 多 少 ？,河惠汕高速公路的宽度是多大啊？,请问河惠汕高速公路的宽度是多少？,0.716783344745636
"[['MC（浙江蒙川仪表科技有限公司旗下的品牌）', '建馆时间', '2018年11月21日']]",MC 的 建 馆 时 间 是 什 么 时 候,MC的建馆时间是什么时候,请问MC（浙江蒙川仪表科技有限公司旗下的品牌）的建馆时间是什么时候？,0.5872902274131775
"[['桂纶镁', '三围', '32B、23、34.5']]",你 知 道 桂 纶 镁 的 三 围 吗 ？,你知道桂纶镁的胸围，腰围，臀围都是多少呢？,请问桂纶镁的三围尺寸是多少？,0.5744426250457764
"[['次生林', '英文', 'secondary forest']]",你 知 道 次 生 林 的 英 文 怎 么 说 吗 ？,你知道次生林的外语怎么拼吗？,请问次生林的英文是什么？,0.5643900036811829
"[['末世之蚀', '玩家人数', '未发行']]",末 世 之 蚀 的 玩 家 人 数 是 多 少 ？,末世之蚀需要多少玩家啊？,末世之蚀的玩家人数是多少？,0.646868109703064
"[['亚足联冠军联赛', '应届冠军', '蔚山现代（2020赛季）']]",亚 足 联 冠 军 联 赛 的 应 届 冠 军 是 谁 ？,你知道亚足联冠军联赛的应届冠军是谁吗？,请问亚足联冠军联赛的2020赛季的冠军是哪支球队？,0.7034491896629333
"[['岷里拉华侨干鱼商同业公会', '前身', '马尼拉干鱼商同业公会'], ['马尼拉干鱼商同业公会', '初名', '岷里拉华侨干鱼商同业公会']]",岷 里 拉 华 侨 干 鱼 商 同 业 公 会 的 前 身 的 初 名 叫 什 么 ？,请问岷里拉华侨干鱼商同业公会的前身最初叫什么名字？,岷里拉华侨干鱼商同业公会的前身初名是什么？,0.7278425693511963
"[['南京艺术学院尚美学院', '创办者', '刘海粟']]",南 京 艺 术 学 院 尚 美 学 院 的 创 办 者 是 谁 ？,谁是南京艺术学院尚美学院的创办者？,请问南 京 艺 术 学 院 尚 美 学 院 的 创办者 是谁 ？,0.7767269611358643
"[['种族灭绝（灭绝性的屠杀）', '生效时间', '1951年1月12日']]",种 族 灭 绝 是 什 么 时 候 生 效 的 ？,种族灭绝什么时候生效？,种族灭绝（灭绝性的屠杀）是何时生效的？,0.6447501182556152
"[['国务院关于取消和下放一批行政审批项目的决定', '发文字号', '国发〔2013〕44号']]",国 务 院 关 于 取 消 和 下 放 一 批 行 政 审 批 项 目 的 决 定 的 发 文 字 号 是 什 么 ？,国务院关于取消和下放一批行政审批项目的决定发问的字号是多少？,请问，国务院关于取消和下放一批行政审批项目的决定的发文字号是什么？,0.7905338406562805
"[['庵摩罗识', '相关领域', '佛教']]",请 问 与 庵 摩 罗 识 相 关 的 领 域 是 什 么 ？,庵摩罗识跟哪些领域有关？,庵摩罗识属于哪个领域？,0.6895111203193665
"[['义务教育课程标准实验教科书', '正文语种', '英语']]",义 务 教 育 课 程 标 准 实 验 教 科 书 正 文 是 什 么 语 种 ？,义务教育课程标准实验教科书使用的什么语言？,请问义务教育课程标准实验教科书的正文是哪种语言？,0.738287091255188
"[['陈伟鸿', '代表作品', '央视财经评论'], ['央视财经评论', '原名', '今日观察'], ['今日观察', '现名', '央视财经评论']]",请 问 陈 伟 鸿 的 代 表 作 品 的 原 名 现 在 叫 什 么 名 字 ？,请问陈伟鸿的代表作品的原名现在叫什么名字？,陈伟鸿的代表作《央视财经评论》原名是什么，现在又改叫什么名字了？,0.584037184715271
"[['南宁综合保税区', '规划面积', '2.37平方公里']]",南 宁 综 合 保 税 区 的 规 划 面 积 有 多 大 ？,南宁综合保税区占地多少？,南宁综合保税区的规划面积是多少？,0.6685994267463684
"[['葛洲坝世纪花园', '环线位置', '东湖新技术开发区珞喻东路森林公园南']]",请 问 葛 洲 坝 世 纪 花 园 的 环 线 位 置 在 哪 里 ？,请问葛洲坝世纪花园在几环啊？,葛洲坝世纪花园的环线位置在哪里？,0.6696738600730896
"[['2008年度北京流行音乐典礼', '奖项类型', '音乐类奖项']]",2008 年 度 北 京 流 行 音 乐 典 礼 是 什 么 类 型 的 奖 ？,你知道2008年度北京流行音乐典礼是哪种类型的奖项吗,2008年度北京流行音乐典礼属于哪一类奖项？,0.7594312429428101
"[['数位内容产业', '是指', '资讯科技来制作数位化产品']]",请 问 数 位 内 容 产 业 指 的 是 什 么 ？,请问数位内容产业指的是什么？,请问数位内容产业具体指的是什么？,0.6850873827934265
"[['路上王', '格言', '“别动这片电路，否则我就把它弄到银河系的另一边去。”']]",请 问 路 上 王 有 什 么 格 言 ？,你知道路上王有什么格言吗？,请问路上王的格言是什么？,0.5971251130104065
"[['奥村雪男', '哥哥', '奥村燐'], ['奥村燐', '家人', '奥村雪男（弟弟）\xa0撒旦（父亲）']]",奥 村 雪 男 的 哥 哥 的 家 人 都 是 谁 ？,请问奥村雪男的哥哥的家人有哪些？,奥村雪男的哥哥是谁？他的家人有哪些？,0.6422511339187622
"[['复合维生素B溶液', '主要适用症', '厌食、营养不良、脚气病、糙皮病']]",复 合 维 生 素 B 溶 液 主 要 适 用 什 么 症 状 ？,复合维生素B溶液主要适用于什么症状？,请问复合维生素B溶液主要适用于哪些症状？,0.7145703434944153
"[['我在那一角落患过伤风', '所属专辑', '白色情人节'], ['白色情人节', '别名', 'WhiteValentine']]",我 在 那 一 角 落 患 过 伤 风 的 所 属 专 辑 的 别 名 是 什 么 ？,我在那一角落患过伤风的所属专辑在中国被称为什么？,请问《我在那一角落患过伤风》这张专辑的别名是什么？,0.6683598160743713
"[['2018中国蓝燃情贺岁夜', '音乐总监', '刘卓']]",2018 中 国 蓝 燃 情 贺 岁 夜 的 音 乐 总 监 是 谁,2018中国蓝燃情贺岁夜的音乐总监是谁,2018 中国蓝燃情贺岁夜的音乐总监是谁？,0.7860150337219238
"[['始终都系朋友好', '主唱', '群星']]",请 问 始 终 都 系 朋 友 好 的 主 唱 是 谁 ？,始终都系朋友好主唱是谁？,请问《始终都系朋友好》的主唱是谁？,0.7041028141975403
"[['龚慈恩', '儿子', '林卓毅']]",龚 慈 恩 的 儿 子 叫 什 么 ？,请问龚慈恩的儿子是谁？,请问龚慈恩的儿子叫什么名字？,0.6497821807861328
"[['ucp600', '书名', 'UCP600与信用证精要']]",UCp600 的 书 叫 什 么 ？,ucp600这本书叫什么？,UCP600 这本书的名字是什么？,0.6113091707229614
"[['龙坑村（广东省潮州市潮安区庵埠镇下辖村）', '火车站', '潮汕站']]",龙 坑 村 的 火 车 站 叫 什 么 ？,龙坑村的火车站叫什么？,请问龙坑村的火车站名称是什么？,0.6200472116470337
"[['上海爵士', '专辑语言', '普通话']]",上 海 爵 士 的 专 辑 语 言 是 什 么 ？,我想问上海爵士使用的是什么语言？,请问上海爵士的专辑语言是什么？,0.6018532514572144
"[['新疆广播电视台', '简写', 'XRATS']]",新 疆 广 播 电 视 台 的 简 称 是 什 么 ？,新疆广播电视台应该如何简写？,请问新疆广播电视台的简写是什么？,0.7055712342262268
"[['刘玉凤（杨凌职业技术学院教授）', '研究领域', '职业教育']]",刘 玉 凤 的 研 究 领 域 是 什 么 ？,刘玉凤的研究领域是什么？,刘玉凤教授的研究领域是什么？,0.627036452293396
"[['洪都拉斯湾', '英语', 'Gulf of Honduras']]",你 知 道 洪 都 拉 斯 湾 的 英 语 怎 么 说 吗 ？,洪都拉斯湾用英文怎么说？,请问洪都拉斯湾的英语名称是什么？,0.6370465159416199
"[['子陵吻鰕虎鱼', '别称', '极乐吻鰕虎'], ['极乐吻鰕虎', '属', '吻鰕虎属\xa0Rhinogobius']]",你 知 道 子 陵 吻 鰕 虎 鱼 的 别 称 是 什 么 属 吗 ？,子陵吻鰕虎鱼的别称是什么属有人知道吗？,请问子陵吻鰕虎鱼的别称属于哪个属？,0.6072601079940796
"[['南安中学', '教学班', '64']]",南 安 中 学 有 多 少 个 教 学 班 ？,你知道南安中学有几个班吗？,请问南安中学一共有多少个教学班？,0.6299375891685486
"[['交大·卡布里城', '销售状态', '售罄'], ['售罄', '书名', '售罄']]",交 大 · 卡 布 里 城 的 销 售 状 态 书 名 叫 什 么 ？,谁知道融侨馨苑现在是交大·卡布里城的销售状态还是有库存？,请问交大·卡布里城的销售状态对应的书名是什么？,0.6322731375694275
"[['温尼伯詹姆斯·阿姆斯特朗·理查森国际机场', '位于', '加拿大']]",温 尼 伯 詹 姆 斯 · 阿 姆 斯 特 朗 · 理 查 森 国 际 机 场 位 于 哪 里 ？,我想知道温尼伯詹姆斯·阿姆斯特朗·理查森国际机场在哪？,请问温尼伯詹姆斯·阿姆斯特朗·理查森国际机场位于哪里？,0.7915887236595154
"[['陈淑兰（雨湖区人大常委会党组成员、副主任）', '文化程度', '大学文化']]",你 知 道 陈 淑 兰 的 文 化 程 度 吗 ？,你知道陈淑兰的文化程度是多大？,请问陈淑兰的文化程度是什么？,0.5900900959968567
"[['宁波音乐厅', '投资', '造价总预算为3.5亿元']]",宁 波 音 乐 厅 投 资 了 多 少 钱 ？,请问投资宁波音乐厅是哪个公司？,请问宁波音乐厅的造价总预算是多少？,0.6247003078460693
"[['大跌眼镜', '例句', '我的话让他大跌眼镜']]",用 大 跌 眼 镜 怎 么 造 句 ？,请给我一个大跌眼镜的例句好吗？,请问如何用大 跌 眼 镜 造句？,0.6556097865104675
"[['塔希法岛', '地区', '汤加'], ['汤加', '官方语言', '英语']]",塔 希 法 岛 的 地 区 的 官 方 语 言 是 什 么 ？,塔希法岛的地区的官方语言是什么？,请问塔希法岛的官方语言是什么？,0.6549682021141052
"[['梦回春秋', '歌曲原唱', '满文军']]",梦 回 春 秋 这 首 歌 是 谁 唱 的 ？,梦回春秋这首歌原唱是谁,请问《梦回春秋》这首歌曲的原唱是谁？,0.6785179972648621
"[['崔升仁', '姓名', '崔升仁']]",崔 升 仁 叫 什 么 ？,崔升仁的姓名是什么？,请问崔升仁叫什么名字？,0.6788944005966187
"[['阿勒祖巴洛特战役', '英语', 'Battle of Aljubarrota']]",阿 勒 祖 巴 洛 特 战 役 用 英 语 怎 么 说 ？,阿勒祖巴洛特战役的英语是什么你知道吗？,请问阿勒祖巴洛特战役用英语怎么说？,0.6779029369354248
"[['紧缩银根', '手段', '利息税、印花税、证券交易税等']]",紧 缩 银 根 有 哪 些 手 段 ？,紧缩银根采用了哪些手段？,紧缩银根主要通过哪些手段实施？,0.6264705657958984
"[['青于蓝（词语）', '发音', 'qīng yú lán']]",你 知 道 青 于 蓝 怎 么 发 音 吗 ？,请问青于蓝的中文发音是什么样的？,请问'青于蓝'这个词语的正确发音是什么？,0.5870365500450134
"[['胡永钢', '毕业院校', '山西大学'], ['山西大学', '学生人数', '15822人']]",胡 永 钢 的 毕 业 院 校 有 多 少 学 生 ？,胡永钢的毕业院校一共有多少学生？,胡永钢的毕业院校山西大学共有多少学生？,0.6297028660774231
"[['比喻句', '科目', '语文']]",比 喻 句 属 于 什 么 科 目 ？,你知道比喻句属于什么科目吗？,请问比喻句属于哪个科目？,0.6078240871429443
"[['广播心理战', '具有', '跨越国界等特点']]",广 播 心 理 战 具 有 什 么 ？,广播心理战具有哪些特征？,请问广播心理战具有哪些特点？,0.6892202496528625
"[['中国南极科学考察队', '起始时间', '1980年']]",中 国 南 极 科 学 考 察 队 是 什 么 时 候 开 始 的 ？,请问中国南极科学考察队是从什么时候开始的？,中国南极科学考察队是在哪一年开始的？,0.6978306770324707
"[['高铁岭镇', '机场', '武汉天河国际机场']]",高 铁 岭 镇 的 机 场 叫 什 么 ？,请问高铁岭镇有哪个机场？,请问高铁岭镇的机场名称是什么？,0.6542158126831055
"[['米纳斯魔窟', '旧称', '米那斯伊希尔']]",米 纳 斯 魔 窟 的 旧 称 你 知 道 吗 ？,米纳斯魔窟原来的名字是什么？,米纳斯魔窟的旧称是什么？,0.6649577617645264
"[['东段景遗址', '尺寸', '东西长800米，南北宽500米']]",东 段 景 遗 址 的 尺 寸 是 多 少 ？,东段景遗址有多大？,东段景遗址的尺寸是多少？,0.6410866975784302
"[['蚵', '五笔', 'jskg']]",蚵 用 五 笔 怎 么 拼 ？,请问蚵用五笔怎么打？,蚵 用 五笔 怎么拼？,0.5607461333274841
"[['清虚（清虚道君创作网络小说）', '是否出版', '否']]",清 虚 是 否 出 版 ？,清虚出版了吗？,请问清虚道君创作的网络小说是否已经出版？,0.6421133279800415
"[['液体疗法', '治疗', '脱水']]",液 体 疗 法 可 以 治 疗 什 么 ？,请问液体疗法有什么作用？,请问液体疗法可以治疗什么？,0.6455313563346863
"[['建绒', '例句', '建绒作的鞋帽销路很好']]",用 建 绒 怎 么 造 句 ？,可以用建绒造句吗？,建绒作鞋帽的销路怎么样？,0.5656025409698486
"[['太极饭', '主要原料', '乌米'], ['乌米', '主要为害部位', '作物顶部']]",太 极 饭 的 主 要 原 料 主 要 为 害 什 么 部 位 ？,太极饭的主要原料的主要为害部位是哪里？,太极饭的主要原料乌米主要危害作物的哪个部位？,0.6926932334899902
"[['保加利亚货币', '诞生', '1880年']]",保 加 利 亚 货 币 什 么 时 候 诞 生 的 ？,请问保加利亚货币是什么时候出生的？,保加利亚的货币是在哪一年诞生的？,0.6657267808914185
"[['肖正华', '别名', '野望'], ['野望', '作品出处', '全唐诗']]",肖 正 华 的 别 名 这 本 书 出 自 于 哪 里 ？,你知道肖正华的别名这个作品出自哪里吗？,肖正华的别名'野望'出自哪本书？,0.6105931401252747
"[['我们一定要解放台湾', '作品类型', '卡通']]",我 们 一 定 要 解 放 台 湾 这 部 作 品 属 于 什 么 类 型 ？,我们一定要解放台湾属于什么类型？,请问《我们一定要解放台湾》这部作品属于什么类型？,0.6897941827774048
"[['双面人', '专辑歌手', '郑伊健'], ['郑伊健', '代表作品', '天行者'], ['天行者', '类型', '动作']]",双 面 人 的 专 辑 歌 手 的 代 表 作 品 是 什 么 类 型 的 ？,双面人的专辑歌手的代表作品属于什么类型？,请问双面人的专辑歌手郑伊健的代表作品天行者的类型是什么？,0.624260663986206
"[['榆舒铁路', '开通时间', '2011年1月11日']]",榆 舒 铁 路 是 什 么 时 候 开 通 的 ？,你知道榆舒铁路什么时候可以开始使用的吗？,榆舒铁路是在哪一天开通的呢？,0.5932000875473022
"[['铁战', '居所', '无名岛']]",铁 战 住 在 哪 里 ？,铁战的居所有哪些？,请问铁战的居所是哪里？,0.6124837398529053
"[['Rewrite Harvest festa!', '结局数', '6']]",《 Rewrite Harvest festa! 》 有 多 少 个 结 局 ？,Rewrite Harvest festa!有多少个结局？, Harvest festa! 的结局总共有多少个？,0.6992653608322144
"[['逃之恋', '导演', '伍卫国'], ['伍卫国', '代表作品', '红楼梦'], ['红楼梦', '编剧', '潘藩']]",请 问 逃 之 恋 的 导 演 的 代 表 作 品 的 编 剧 是 谁 ？,请问逃之恋的导演的代表作品的编剧是谁？,逃之恋的导演伍卫国的代表作品《红楼梦》的编剧是谁？,0.6123093366622925
"[['漂亮的塞尔其', '上映时间', '1958年']]",漂 亮 的 塞 尔 其 是 什 么 时 候 上 映 的 ？,你知道漂亮的塞尔其什么时候上映的吗？,请问漂亮的塞尔其是在哪一年上映的？,0.6623117327690125
"[['影子写手（欧洲2010年罗曼·波兰斯基执导电影）', '幅面', '35毫米胶片变形宽银幕']]",影 子 写 手 的 幅 面 多 大 ？,你知道影子写手的幅面状况吗？,请问电影《影子写手》的幅面是多大？,0.5905130505561829
"[['橙颊梅花雀', '命名人及年代', 'Vieillot，1817']]",你 知 道 橙 颊 梅 花 雀 是 由 谁 命 名 的 吗 ？,你知道橙颊梅花雀是谁在什么时候命名的吗？,请问橙颊梅花雀的命名人及年代是谁？,0.6319281458854675
"[['狄摩高根', '层数', '第88层']]",狄 摩 高 根 有 多 少 层 ？,狄摩高根一共有几层？,狄摩高根这座建筑有多少层呢？,0.6496122479438782
"[['葱姜油', '主要原料', '葱末，姜末，精盐']]",请 问 葱 姜 油 的 主 要 原 料 是 什 么 ？,葱姜油的主要原料是什么？,请问制作葱姜油的主要原料有哪些？,0.6787890791893005
