输入文本,生成问题,参考问题,改写问题,F1
"[['HIRO（日本男舞者、制作人）', '所属组合', 'EXILE']]",HIRO是哪个组合的成员?,你知道HIRO的组合是什么组合吗？,HIRO是哪个组合的成员?,0.5480954647064209
"[['游泳池畔的冥想', '丛书', '五指诗丛']]",游泳池畔的冥想属于哪个丛书?,《游泳池畔的冥想》是什么类型的丛书,游泳池畔的冥想属于哪个丛书?,0.7528749704360962
"[['守护猫娘绯鞠（的良米兰原作的漫画）', '连载期间', '2006年6月-2013年10月（完结）']]",守护猫娘绯鞠连载期间是什么时候啊?,我想知道守护猫娘绯鞠是否连载？,守护猫娘绯鞠连载期间是什么时候啊?,0.6228669881820679
"[['钢铁侠：噬甲危机', '出品年份', '2013']]",钢铁侠:噬甲危机是什么时候出品的?,钢铁侠：噬甲危机哪年出品的？,钢铁侠:噬甲危机是什么时候出品的?,0.7354227900505066
"[['低速载货汽车', '车型尺寸', '6m*2m*2.5m']]",你知道低速载货汽车的车型尺寸是多少吗?,请问低速载货汽车的尺寸是什么？,你知道低速载货汽车的车型尺寸是多少吗?,0.6836404800415039
"[['庞德（《阵面对决》中的卡牌）', '费用', '6']]",庞德需要花费多少?,庞德需要多少费用？,庞德需要花费多少?,0.6106424331665039
"[['地球启动三步曲', '作者', '茶炉'], ['茶炉', '别名', '茶水炉'], ['茶水炉', '构造', '炉膛']]",地球启动三步曲的作者的别名的主要构成是什么?,你知道地球启动三步曲的作者的别名的主要构成吗？,地球启动三步曲的作者的别名的主要构成是什么?,0.6320114731788635
"[['天下收藏（北京电视台大型文化类节目）', '节目类型', '鉴宝']]",天下收藏是什么类型的节目?,天下收藏属于什么类型的节目？,天下收藏是什么类型的节目?,0.6431547403335571
"[['文冠木', '是否处方药', '否']]",文冠木是否属于处方药?,文冠木是处方药吗？,文冠木是否属于处方药?,0.7076007723808289
"[['中甜205', '选育单位', '中国农业科学院甜菜研究所'], ['中国农业科学院甜菜研究所', '在职职工', '180余人']]",中甜205的选育单位有多少名职工呀?,中甜205的选育单位有多少名职工？,中甜205的选育单位有多少名职工呀?,0.6231915950775146
"[['华藏世界', '简述', '莲华藏世界的简称']]",华藏世界的简述是什么?,麻烦你介绍下华藏世界？,华藏世界的简述是什么?,0.6250511407852173
"[['A级防火材料', '要求', '建筑高大于100米']]",你知道A级防火材料的要求是什么吗?,你知道演A级防火材料需要什么？,你知道A级防火材料的要求是什么吗?,0.6514341235160828
"[['江寒（小说人物）', '外号', '寒少，江大爷，小星星']]",江寒的外号是什么?,我很好奇江寒有没有什么外号？,江寒的外号是什么?,0.5817950963973999
"[['玄皇', '身份', '元始天尊'], ['元始天尊', '所属', '先天大道化身之一']]",玄皇的身份所属哪里?,玄皇的身份所属哪里？,玄皇的身份所属哪里?,0.6248236298561096
"[['中华人民共和国土地管理法', '颁布时间', '1986年6月25日']]",中华人民共和国土地管理法是什么时候颁布的?,中华人民共和国土地管理法是什么时间发布的啊？,中华人民共和国土地管理法是什么时候颁布的?,0.7226806879043579
"[['包氏父子（张天翼创作的短篇小说）', '发表时间', '1934年4月1日']]",包氏父子是什么时候发表的?,请问包氏父子是什么时候发表的？,包氏父子是什么时候发表的?,0.6083431839942932
"[['小丑回魂（2017年安德斯·穆斯切蒂执导美国电影）', '导演', '安德斯·穆斯切蒂']]",小丑回魂的导演是谁啊?,你知道小丑回魂是谁导的吗？,小丑回魂的导演是谁啊?,0.5574373006820679
"[['王·盖亚', '精灵属性', '战斗系']]",王盖亚的精灵属性是什么?,你知道王·盖亚是什么属性的吗？,王盖亚的精灵属性是什么?,0.6291195154190063
"[['沃尔夫·拉叶星', '质量', '约为太阳质量的8-265倍']]",你知道沃尔夫拉叶星的质量是多大吗?,请告诉我沃尔夫·拉叶星的质量是？,你知道沃尔夫拉叶星的质量是多大吗?,0.6841723918914795
"[['南毛北马之混乱时空', '作者', '连载中'], ['连载中', '中文名', '连载中']]",南毛北马之混乱时空的作者小说名叫什么?,焚心之城这本小说是完结了还是南毛北马之混乱时空的作者？,南毛北马之混乱时空的作者小说名叫什么?,0.6248543858528137
"[['春灯', '用途', '春节'], ['春节', '持续时间', '4000余年']]",你知道春灯的用途有多长时间吗?,春灯的用途有多长时间？,你知道春灯的用途有多长时间吗?,0.6112150549888611
"[['北京医务社工临床实践教学联盟', '成立日期', '2021年6月9日']]",你知道北京医务社工临床实践教学联盟是什么时候成立的吗?,你知道北京医务社工临床实践教学联盟的成立日期吗？,你知道北京医务社工临床实践教学联盟是什么时候成立的吗?,0.7802606225013733
"[['4次元之龙（《游戏王ARC-V》动画龙）', '出自作品', '《游戏王ARC-V》']]",请问4次元之龙出自作品是哪部?,4次元之龙在哪个作品中出现过,请问4次元之龙出自作品是哪部?,0.6341503858566284
"[['王者的智慧', '作者', '王健'], ['王健', '职务', '教授']]",王者的智慧的作者是什么职务的?,你知道王者的智慧的作者的职务是什么吗？,王者的智慧的作者是什么职务的?,0.6241211891174316
"[['红岩（小说改编连环画）', '改编', '可蒙']]",你知道红岩是谁改编的吗?,请问谁是红岩的改编者？,你知道红岩是谁改编的吗?,0.6076011061668396
"[['河惠汕高速公路', '宽度', '四车道高速公路标准']]",河惠汕高速公路有多宽?,河惠汕高速公路的宽度是多大啊？,河惠汕高速公路有多宽?,0.716783344745636
"[['MC（浙江蒙川仪表科技有限公司旗下的品牌）', '建馆时间', '2018年11月21日']]",MC是什么时候建的?,MC的建馆时间是什么时候,MC是什么时候建的?,0.5872902274131775
"[['桂纶镁', '三围', '32B、23、34.5']]",你知道桂纶镁的三围是多少吗?,你知道桂纶镁的胸围，腰围，臀围都是多少呢？,你知道桂纶镁的三围是多少吗?,0.5744426250457764
"[['次生林', '英文', 'secondary forest']]",你知道次生林用英文怎么说吗?,你知道次生林的外语怎么拼吗？,你知道次生林用英文怎么说吗?,0.5643900036811829
"[['末世之蚀', '玩家人数', '未发行']]",末世之蚀有多少玩家?,末世之蚀需要多少玩家啊？,末世之蚀有多少玩家?,0.646868109703064
"[['亚足联冠军联赛', '应届冠军', '蔚山现代（2020赛季）']]",亚足联冠军联赛的应届冠军是谁,你知道亚足联冠军联赛的应届冠军是谁吗？,亚足联冠军联赛的应届冠军是谁,0.7034493088722229
"[['岷里拉华侨干鱼商同业公会', '前身', '马尼拉干鱼商同业公会'], ['马尼拉干鱼商同业公会', '初名', '岷里拉华侨干鱼商同业公会']]",请问岷里拉华侨干鱼商同业公会的前身最初叫什么名字?,请问岷里拉华侨干鱼商同业公会的前身最初叫什么名字？,请问岷里拉华侨干鱼商同业公会的前身最初叫什么名字?,0.7278425693511963
"[['南京艺术学院尚美学院', '创办者', '刘海粟']]",你知道南京艺术学院尚美学院是谁创办的吗?,谁是南京艺术学院尚美学院的创办者？,你知道南京艺术学院尚美学院是谁创办的吗?,0.7767269611358643
"[['种族灭绝（灭绝性的屠杀）', '生效时间', '1951年1月12日']]",请问种族灭绝是什么时候生效的?,种族灭绝什么时候生效？,请问种族灭绝是什么时候生效的?,0.6447501182556152
"[['国务院关于取消和下放一批行政审批项目的决定', '发文字号', '国发〔2013〕44号']]",国务院关于取消和下放一批行政审批项目的决定的发文字号是什么?,国务院关于取消和下放一批行政审批项目的决定发问的字号是多少？,国务院关于取消和下放一批行政审批项目的决定的发文字号是什么?,0.7905338406562805
"[['庵摩罗识', '相关领域', '佛教']]",庵摩罗识与什么相关?,庵摩罗识跟哪些领域有关？,庵摩罗识与什么相关?,0.6895111203193665
"[['义务教育课程标准实验教科书', '正文语种', '英语']]",义务教育课程标准实验教科书正文是什么语种?,义务教育课程标准实验教科书使用的什么语言？,义务教育课程标准实验教科书正文是什么语种?,0.738287091255188
"[['陈伟鸿', '代表作品', '央视财经评论'], ['央视财经评论', '原名', '今日观察'], ['今日观察', '现名', '央视财经评论']]",请问陈伟鸿的代表作品的原名现在叫什么名字?,请问陈伟鸿的代表作品的原名现在叫什么名字？,请问陈伟鸿的代表作品的原名现在叫什么名字?,0.584037184715271
"[['南宁综合保税区', '规划面积', '2.37平方公里']]",南宁综合保税区的规划面积是多少?,南宁综合保税区占地多少？,南宁综合保税区的规划面积是多少?,0.6685993075370789
"[['葛洲坝世纪花园', '环线位置', '东湖新技术开发区珞喻东路森林公园南']]",葛洲坝世纪花园的环线位置在哪里?,请问葛洲坝世纪花园在几环啊？,葛洲坝世纪花园的环线位置在哪里?,0.6696738600730896
"[['2008年度北京流行音乐典礼', '奖项类型', '音乐类奖项']]",你知道2008年度北京流行音乐典礼是什么类型的奖项吗?,你知道2008年度北京流行音乐典礼是哪种类型的奖项吗,你知道2008年度北京流行音乐典礼是什么类型的奖项吗?,0.7594312429428101
"[['数位内容产业', '是指', '资讯科技来制作数位化产品']]",数位内容产业指的是什么?,请问数位内容产业指的是什么？,数位内容产业指的是什么?,0.6850873827934265
"[['路上王', '格言', '“别动这片电路，否则我就把它弄到银河系的另一边去。”']]",你知道路上王有什么格言吗?,你知道路上王有什么格言吗？,你知道路上王有什么格言吗?,0.5971251130104065
"[['奥村雪男', '哥哥', '奥村燐'], ['奥村燐', '家人', '奥村雪男（弟弟）\xa0撒旦（父亲）']]",奥村雪男的哥哥的家人有哪些?,请问奥村雪男的哥哥的家人有哪些？,奥村雪男的哥哥的家人有哪些?,0.642251193523407
"[['复合维生素B溶液', '主要适用症', '厌食、营养不良、脚气病、糙皮病']]",复合维生素B溶液主要适用于什么症状?,复合维生素B溶液主要适用于什么症状？,复合维生素B溶液主要适用于什么症状?,0.7145703434944153
"[['我在那一角落患过伤风', '所属专辑', '白色情人节'], ['白色情人节', '别名', 'WhiteValentine']]",我在那一角落患过伤风的所属专辑是哪里来的?,我在那一角落患过伤风的所属专辑在中国被称为什么？,我在那一角落患过伤风的所属专辑是哪里来的?,0.6683598160743713
"[['2018中国蓝燃情贺岁夜', '音乐总监', '刘卓']]",谁是2018中国蓝燃情贺岁夜的音乐总监?,2018中国蓝燃情贺岁夜的音乐总监是谁,谁是2018中国蓝燃情贺岁夜的音乐总监?,0.7860150337219238
"[['始终都系朋友好', '主唱', '群星']]",始终都系朋友好是谁主唱的,始终都系朋友好主唱是谁？,始终都系朋友好是谁主唱的,0.7041027545928955
"[['龚慈恩', '儿子', '林卓毅']]",龚慈恩的儿子是谁?,请问龚慈恩的儿子是谁？,龚慈恩的儿子是谁?,0.649782121181488
"[['ucp600', '书名', 'UCP600与信用证精要']]",你知道ucp600的书名是什么吗?,ucp600这本书叫什么？,你知道ucp600的书名是什么吗?,0.6113091707229614
"[['龙坑村（广东省潮州市潮安区庵埠镇下辖村）', '火车站', '潮汕站']]",龙坑村的火车站是什么?,龙坑村的火车站叫什么？,龙坑村的火车站是什么?,0.6200472116470337
"[['上海爵士', '专辑语言', '普通话']]",上海爵士的专辑语言是什么?,我想问上海爵士使用的是什么语言？,上海爵士的专辑语言是什么?,0.6018532514572144
"[['新疆广播电视台', '简写', 'XRATS']]",你知道新疆广播电视台的简写吗?,新疆广播电视台应该如何简写？,你知道新疆广播电视台的简写吗?,0.7055712342262268
"[['刘玉凤（杨凌职业技术学院教授）', '研究领域', '职业教育']]",刘玉凤的研究领域是什么?,刘玉凤的研究领域是什么？,刘玉凤的研究领域是什么?,0.627036452293396
"[['洪都拉斯湾', '英语', 'Gulf of Honduras']]",洪都拉斯湾用英语怎么说?,洪都拉斯湾用英文怎么说？,洪都拉斯湾用英语怎么说?,0.6370464563369751
"[['子陵吻鰕虎鱼', '别称', '极乐吻鰕虎'], ['极乐吻鰕虎', '属', '吻鰕虎属\xa0Rhinogobius']]",子陵吻虎鱼的别称是哪个属的?,子陵吻鰕虎鱼的别称是什么属有人知道吗？,子陵吻虎鱼的别称是哪个属的?,0.6072601079940796
"[['南安中学', '教学班', '64']]",南安中学有多少个教学班?,你知道南安中学有几个班吗？,南安中学有多少个教学班?,0.6299375891685486
"[['交大·卡布里城', '销售状态', '售罄'], ['售罄', '书名', '售罄']]",交大卡布里城的销售状态是哪个书名售罄的?,谁知道融侨馨苑现在是交大·卡布里城的销售状态还是有库存？,交大卡布里城的销售状态是哪个书名售罄的?,0.6322731375694275
"[['温尼伯詹姆斯·阿姆斯特朗·理查森国际机场', '位于', '加拿大']]",温尼伯詹姆斯阿姆斯特朗理查森国际机场在哪个省市?,我想知道温尼伯詹姆斯·阿姆斯特朗·理查森国际机场在哪？,温尼伯詹姆斯阿姆斯特朗理查森国际机场在哪个省市?,0.7915887236595154
"[['陈淑兰（雨湖区人大常委会党组成员、副主任）', '文化程度', '大学文化']]",你知道陈淑兰有多大文化程度吗?,你知道陈淑兰的文化程度是多大？,你知道陈淑兰有多大文化程度吗?,0.5900900959968567
"[['宁波音乐厅', '投资', '造价总预算为3.5亿元']]",你知道宁波音乐厅投资了多少吗?,请问投资宁波音乐厅是哪个公司？,你知道宁波音乐厅投资了多少吗?,0.6247003078460693
"[['大跌眼镜', '例句', '我的话让他大跌眼镜']]",大跌眼镜的例句是什么?,请给我一个大跌眼镜的例句好吗？,大跌眼镜的例句是什么?,0.6556097865104675
"[['塔希法岛', '地区', '汤加'], ['汤加', '官方语言', '英语']]",塔希法岛的地区官方语音是什么?,塔希法岛的地区的官方语言是什么？,塔希法岛的地区官方语音是什么?,0.6549681425094604
"[['梦回春秋', '歌曲原唱', '满文军']]",梦回春秋这首歌原唱是谁?,梦回春秋这首歌原唱是谁,梦回春秋这首歌原唱是谁?,0.6785179972648621
"[['崔升仁', '姓名', '崔升仁']]",崔升仁的姓名是什么?,崔升仁的姓名是什么？,崔升仁的姓名是什么?,0.6788944005966187
"[['阿勒祖巴洛特战役', '英语', 'Battle of Aljubarrota']]",阿勒祖巴洛特战役用英语怎么说?,阿勒祖巴洛特战役的英语是什么你知道吗？,阿勒祖巴洛特战役用英语怎么说?,0.6779029369354248
"[['紧缩银根', '手段', '利息税、印花税、证券交易税等']]",紧缩银根有哪些手段?,紧缩银根采用了哪些手段？,紧缩银根有哪些手段?,0.6264705657958984
"[['青于蓝（词语）', '发音', 'qīng yú lán']]",青于蓝怎么发音?,请问青于蓝的中文发音是什么样的？,青于蓝怎么发音?,0.5870365500450134
"[['胡永钢', '毕业院校', '山西大学'], ['山西大学', '学生人数', '15822人']]",胡永钢的毕业院校有多少学生?,胡永钢的毕业院校一共有多少学生？,胡永钢的毕业院校有多少学生?,0.6297028660774231
"[['比喻句', '科目', '语文']]",比喻句属于什么科目?,你知道比喻句属于什么科目吗？,比喻句属于什么科目?,0.6078240871429443
"[['广播心理战', '具有', '跨越国界等特点']]",广播心理战具有什么特点?,广播心理战具有哪些特征？,广播心理战具有什么特点?,0.6892201900482178
"[['中国南极科学考察队', '起始时间', '1980年']]",中国南极科学考察队是从什么时候开始的?,请问中国南极科学考察队是从什么时候开始的？,中国南极科学考察队是从什么时候开始的?,0.6978306770324707
"[['高铁岭镇', '机场', '武汉天河国际机场']]",高铁岭镇的机场叫什么名字啊?,请问高铁岭镇有哪个机场？,高铁岭镇的机场叫什么名字啊?,0.6542158126831055
"[['米纳斯魔窟', '旧称', '米那斯伊希尔']]",米纳斯魔窟的旧称是什么?,米纳斯魔窟原来的名字是什么？,米纳斯魔窟的旧称是什么?,0.6649577617645264
"[['东段景遗址', '尺寸', '东西长800米，南北宽500米']]",东段景遗址的尺寸是多少?,东段景遗址有多大？,东段景遗址的尺寸是多少?,0.6410866975784302
"[['蚵', '五笔', 'jskg']]",蚵的五笔怎么拼?,请问蚵用五笔怎么打？,蚵的五笔怎么拼?,0.5607462525367737
"[['清虚（清虚道君创作网络小说）', '是否出版', '否']]",清虚出版了吗?,清虚出版了吗？,清虚出版了吗?,0.6421133279800415
"[['液体疗法', '治疗', '脱水']]",液体疗法可以治疗什么?,请问液体疗法有什么作用？,液体疗法可以治疗什么?,0.6455313563346863
"[['建绒', '例句', '建绒作的鞋帽销路很好']]",你知道建绒的例句是什么吗?,可以用建绒造句吗？,你知道建绒的例句是什么吗?,0.5656025409698486
"[['太极饭', '主要原料', '乌米'], ['乌米', '主要为害部位', '作物顶部']]",请问太极饭的主要原料的为害部位在哪里?,太极饭的主要原料的主要为害部位是哪里？,请问太极饭的主要原料的为害部位在哪里?,0.6926932334899902
"[['保加利亚货币', '诞生', '1880年']]",保加利亚货币什么时候诞生的?,请问保加利亚货币是什么时候出生的？,保加利亚货币什么时候诞生的?,0.6657267808914185
"[['肖正华', '别名', '野望'], ['野望', '作品出处', '全唐诗']]",肖正华的别名作品出自哪?,你知道肖正华的别名这个作品出自哪里吗？,肖正华的别名作品出自哪?,0.6105931401252747
"[['我们一定要解放台湾', '作品类型', '卡通']]",我们一定要解放台湾这部作品属于什么类型?,我们一定要解放台湾属于什么类型？,我们一定要解放台湾这部作品属于什么类型?,0.6897941827774048
"[['双面人', '专辑歌手', '郑伊健'], ['郑伊健', '代表作品', '天行者'], ['天行者', '类型', '动作']]",双面人的专辑歌手的代表作品是什么类型的电影?,双面人的专辑歌手的代表作品属于什么类型？,双面人的专辑歌手的代表作品是什么类型的电影?,0.624260663986206
"[['榆舒铁路', '开通时间', '2011年1月11日']]",榆舒铁路什么时候开通的?,你知道榆舒铁路什么时候可以开始使用的吗？,榆舒铁路什么时候开通的?,0.5932000875473022
"[['铁战', '居所', '无名岛']]",请问铁战的居所在哪里?,铁战的居所有哪些？,请问铁战的居所在哪里?,0.6124837398529053
"[['Rewrite Harvest festa!', '结局数', '6']]",你知道Rewrite Harvest festa!的结局是多少吗?,Rewrite Harvest festa!有多少个结局？,你知道Rewrite Harvest festa!的结局是多少吗?,0.6992653608322144
"[['逃之恋', '导演', '伍卫国'], ['伍卫国', '代表作品', '红楼梦'], ['红楼梦', '编剧', '潘藩']]",逃之恋的导演的代表作品的编剧是谁?,请问逃之恋的导演的代表作品的编剧是谁？,逃之恋的导演的代表作品的编剧是谁?,0.6123093366622925
"[['漂亮的塞尔其', '上映时间', '1958年']]",漂亮的塞尔其是什么时候上映的?,你知道漂亮的塞尔其什么时候上映的吗？,漂亮的塞尔其是什么时候上映的?,0.6623116135597229
"[['影子写手（欧洲2010年罗曼·波兰斯基执导电影）', '幅面', '35毫米胶片变形宽银幕']]",你知道影子写手的幅面是多少吗?,你知道影子写手的幅面状况吗？,你知道影子写手的幅面是多少吗?,0.5905130505561829
"[['橙颊梅花雀', '命名人及年代', 'Vieillot，1817']]",橙颊梅花雀是谁在什么时候命名的啊?,你知道橙颊梅花雀是谁在什么时候命名的吗？,橙颊梅花雀是谁在什么时候命名的啊?,0.6319280862808228
"[['狄摩高根', '层数', '第88层']]",狄摩高根有多少层?,狄摩高根一共有几层？,狄摩高根有多少层?,0.6496122479438782
"[['葱姜油', '主要原料', '葱末，姜末，精盐']]",你知道葱姜油的主要原料是什么吗?,葱姜油的主要原料是什么？,你知道葱姜油的主要原料是什么吗?,0.6787890195846558
"[['As I Am（歌曲）', '谱曲', 'H.E.R.、Ronald ""Flippa"" Colson、Jeff ""Gitty"" Gitelman、Elijah Dias、Hue ""SoundzFire"" Strother']]",As I Am是谁谱的曲子啊?,你知道As I Am是谁作的曲吗？,As I Am是谁谱的曲子啊?,0.6030604243278503
"[['镇魔曲（2017年网易开发角色扮演类手机游戏）', '发行商', '网易游戏']]",镇魔曲的发行商是什么啊?,镇魔曲是哪个公司发行的？,镇魔曲的发行商是什么啊?,0.5902376174926758
"[['amazing summer', '播出频道', '高清翡翠台'], ['高清翡翠台', '视频格式', '16:9']]",请问amazing summer的播出频道的视频格式是多少?,你知道amazing summer的播出频道的视频格式是多少吗？,请问amazing summer的播出频道的视频格式是多少?,0.659191370010376
"[['大家闺秀（电视剧）', '出品公司', '上海小康时代电影有限公司']]",大家闺秀是哪个公司出品的?,请问大家闺秀是哪个公司出品的？,大家闺秀是哪个公司出品的?,0.5945593118667603
"[['惊怒', '作者', '金牌大风'], ['金牌大风', '分公司', '香港']]",惊怒的作者在华的分公司位于哪个?,惊怒的作者的分公司位于哪里？,惊怒的作者在华的分公司位于哪个?,0.6195541024208069
"[['杨令公庙', '原称', '杨令公祠']]",杨令公庙原名叫什么啊?,请问杨令公庙原来叫什么？,杨令公庙原名叫什么啊?,0.6618766784667969
"[['成山路（上海市成山路）', '全长', '782.782m']]",成山路有多长?,成山路有多长？,成山路有多长?,0.6138562560081482
"[['快递跟踪', '更新时间', '2011-10-19']]",你知道快递跟踪是什么时候更新的吗?,快递跟踪是什么时候更新的啊？,你知道快递跟踪是什么时候更新的吗?,0.6275474429130554
"[['1·19印度古吉拉特邦车祸事故', '发生地点', '印度西部古吉拉特邦苏拉特地区']]",119印度古吉拉特邦车祸事故发生在哪里?,1·19印度古吉拉特邦车祸事故发生在什么地方？,119印度古吉拉特邦车祸事故发生在哪里?,0.7750011682510376
"[['茅岭江', '发源地', '钦北区板城乡屯车村公所龙门村']]",你知道茅岭江的发源地是哪里吗?,茅岭江由哪里发源？,你知道茅岭江的发源地是哪里吗?,0.6266218423843384
"[['溶沟', '形成', '雨水刻划溶蚀成的沟槽']]",溶沟是什么时候形成的啊?,请问溶沟是什么时候形成的？,溶沟是什么时候形成的啊?,0.6167042255401611
"[['见闻色霸气', '出处', '航海王'], ['航海王', '地区', '日本']]",请问见闻色霸气的出处是哪个地区的动漫?,见闻色霸气的出处是哪个地区的动漫？,请问见闻色霸气的出处是哪个地区的动漫?,0.6213100552558899
"[['罗宾（游戏《明日方舟》中的干员）', '出身', '哥伦比亚']]",罗宾是哪里人啊?,罗宾是什么样的出身？,罗宾是哪里人啊?,0.5896193385124207
"[['姚剑军', '主要成就', '飞鱼科技'], ['飞鱼科技', '代表作品', '保卫萝卜'], ['保卫萝卜', '最新版本', '1.1.5']]",你知道姚剑军的主要成就的代表作品的最新版本是多少吗?,姚剑军的主要成就的代表作品当前是什么版本？,你知道姚剑军的主要成就的代表作品的最新版本是多少吗?,0.6267103552818298
"[['掩不住的光芒', '统一书号', '10019-3405']]",你知道掩不住的光芒的统一书号是什么吗?,掩不住的光芒的统一书号是什么？,你知道掩不住的光芒的统一书号是什么吗?,0.7010447978973389
"[['数学思维训练', '名称来源', '数学（mathematics']]",数学思维训练的来源是什么?,数学思维训练这个名称来源于哪里？,数学思维训练的来源是什么?,0.6912959814071655
"[['天宝石', '类型', '橄榄石'], ['橄榄石', '晶系', '斜方晶系']]",天宝石的类型属于什么晶系?,请问天宝石的类型属于什么晶系？,天宝石的类型属于什么晶系?,0.6304098963737488
"[['流式细胞仪', '注意事项', '特别强调每次测量都需要对照组']]",你知道流式细胞仪需要注意些什么吗?,流式细胞仪要注意什么？,你知道流式细胞仪需要注意些什么吗?,0.6755926609039307
"[['放课后保健室', '漫画作者', '水城雪可奈']]",放课后保健室这本漫画是谁写的啊?,谁是《放课后保健室》的作者？,放课后保健室这本漫画是谁写的啊?,0.7275328040122986
"[['艾逵胡岛', '名称', '艾逵胡岛']]",艾逵胡岛的名称是什么?,艾逵胡岛的名称是什么你了解吗？,艾逵胡岛的名称是什么?,0.6318033933639526
"[['自动抄表', '构成', '电能表'], ['电能表', '本质', '测量电能的仪表']]",自动抄表的构成的本质是什么?,请问自动抄表的构成的本质是什么？,自动抄表的构成的本质是什么?,0.6224067807197571
"[['黑熊精', '其他名称', '熊大'], ['熊大', '口头禅', '熊,就该有个熊样！']]",什么是黑熊精的其他名称的口头禅?,什么是黑熊精的其他名称的口头禅？,什么是黑熊精的其他名称的口头禅?,0.6672441363334656
"[['ImagiGARY', '执行制片人', '查利·麦克德莫特']]",ImagiGARY的执行制片人是谁,ImagiGARY的执行制片人是谁,ImagiGARY的执行制片人是谁,0.662985622882843
"[['海韵广场', '城区', '铁西区']]",海韵广场在哪个城区?,海韵广场在哪个城区？,海韵广场在哪个城区?,0.6555532813072205
"[['中视在线控股集团', '总部', '位于北京']]",中视在线控股集团的总部在哪?,中视在线控股集团的总部在哪里？,中视在线控股集团的总部在哪?,0.7396421432495117
"[['保税仓储', '推出时间', '近几年']]",保税仓储是什么时候推出的?,你知道保税仓储是什么时候出现的吗？,保税仓储是什么时候推出的?,0.6378057599067688
"[['南纳', '妻子', '宁伽勒']]",南纳的妻子是谁啊?,请问南纳的妻子是谁啊？,南纳的妻子是谁啊?,0.6039409041404724
"[['英雄桥（英雄桥革命烈士纪念碑）', '保护级别', '县级文物重点保护单位']]",英雄桥属于什么保护级别?,英雄桥属于什么级别的保护单位？,英雄桥属于什么保护级别?,0.6637735366821289
"[['浮山剪纸', '种类', '礼花'], ['礼花', '应用范围', '节日助兴']]",请问浮山剪纸的种类适用哪些范围?,浮山剪纸的种类应用在哪个方面？,请问浮山剪纸的种类适用哪些范围?,0.6296204328536987
"[['五始', '读音', 'wǔ shǐ']]",五始怎么读?,能告诉我五始的读音吗？,五始怎么读?,0.574761688709259
"[['标准厚丝珊瑚', '二名法', 'Pachyseris speciosa']]",标准厚丝珊瑚用二名法叫什么?,标准厚丝珊瑚用二名法分应该怎么说？,标准厚丝珊瑚用二名法叫什么?,0.6577842235565186
"[['李仁（唐朝宗室、将领）', '出生时间', '646年（贞观二十年）']]",李仁什么时候出生的?,李仁是什么时候出生的？,李仁什么时候出生的?,0.5790639519691467
"[['世界女子青年足球锦标赛', '举办方', '国际足联']]",世界女子青年足球锦标赛的举办方是谁?,谁是世界女子青年足球锦标赛的举办方？,世界女子青年足球锦标赛的举办方是谁?,0.788840651512146
"[['杜锜', '主要作品', '《绘事备考》']]",你知道杜有什么作品吗?,你知道杜锜主要有哪些作品吗？,你知道杜有什么作品吗?,0.6154779195785522
"[['怦怦跳科学图画书第一辑', '出版社', '韩国'], ['韩国', '主要民族', '朝鲜族']]",请问怦怦跳科学图画书第一辑的出版社主要有什么民族?,请问怦怦跳科学图画书第一辑的出版社有哪些主要的民族？,请问怦怦跳科学图画书第一辑的出版社主要有什么民族?,0.7005571722984314
"[['紫地宁血散', '通用名', '紫地宁血散']]",紫地宁血散的通用名是什么?,请问一般叫紫地宁血散为什么名字？,紫地宁血散的通用名是什么?,0.6565492749214172
"[['Ts（化学类元素）', '电子排布', '2/8/18/32/32/18/7（预测）']]",Ts的电子排布是多少?,Ts的电子排布是什么,Ts的电子排布是多少?,0.6205633282661438
"[['华丽转身（2015年刘松仁、汪明荃主演电视剧）', '监制', '庄伟建']]",华丽转身的监制是谁?,华丽转身的监制是谁？,华丽转身的监制是谁?,0.6130743026733398
"[['生化反应炉', '价格', '600']]",生化反应炉多少钱?,你知道生化反应炉多少钱可以买到吗？,生化反应炉多少钱?,0.6372946500778198
"[['房鹿', '代表作品', '新燕子李三'], ['新燕子李三', '上星平台', '2013年10月13日,山东/云南卫视']]",房鹿的代表作品在哪个平台上映?,房鹿的代表作品是在哪国台播放？,房鹿的代表作品在哪个平台上映?,0.5790001153945923
"[['捯气', '出处', '蒲柳人家'], ['蒲柳人家', '丛书系列', '现代中篇小说']]",气的出处属于哪个丛书系列?,捯气的出处属于哪个丛书系列？,气的出处属于哪个丛书系列?,0.6293707489967346
"[['长乐府（原创音社）', '社长', '凤凝然']]",谁是长乐府的社长?,大家知道长乐府的社长是谁吗？,谁是长乐府的社长?,0.6085996031761169
"[['盐枭（1980年TVB电视剧）', '出品公司', '香港电视广播有限公司']]",盐枭是哪个公司出品的?,盐枭是什么公司出品的？,盐枭是哪个公司出品的?,0.5702832937240601
"[['战争之王', '中文名', '罗德'], ['罗德', '生日', '6月20日']]",战争之王的中文名是几月几日出生的?,战争之王的中文名是几月几日出生的？,战争之王的中文名是几月几日出生的?,0.6309623718261719
"[['印度航空182号航班事故', '死亡人数', '329人死亡']]",印度航空182号航班事故死了多少人?,印度航空182号航班事故的死亡人数有多少？,印度航空182号航班事故死了多少人?,0.788661003112793
