输入文本,生成问题,参考问题,改写问题
"[['活血解毒透肌汤', '主要原料', '防风'], ['防风', '亚纲', '原始花被亚纲']]",活 血 解 毒 透 肌 汤 的 主 要 原 料 属 于 什 么 亚 纲 ？,活血解毒透肌汤的主要原料属于什么亚纲？,请问活血解毒透肌汤的主要原料属于哪个亚纲？
"[['乌蔹莓五加', '别称', '刺五加'], ['刺五加', '毒性', '无毒']]",乌 蔹 莓 五 加 的 别 称 的 毒 性 如 何 ？,乌蔹莓五加的别称的毒性如何？,乌蔹莓五加的别称是什么？它有没有毒性？
"[['四知书屋', '下辖地区', '承德避暑山庄'], ['承德避暑山庄', '外文名称', 'Chengde Mountain Resort']]",四 知 书 屋 的 下 辖 地 区 用 英 文 怎 么 说 ？,四知书屋的下辖地区用英文怎么说？,请问四知书屋的下辖地区用英文怎么说？
"[['新安四家', '相关人物', '弘仁'], ['弘仁', '别名', '渐江'], ['渐江', '法号', '弘仁']]",新 安 四 家 的 相 关 人 物 的 别 名 的 法 号 是 什 么 ？,新安四家的相关人物的别名的法号是什么？,请问新安四家的相关人物的别名对应的法号是什么？
"[['画皮之真爱无悔', '主演', '刘恺威'], ['刘恺威', '女儿', '小糯米']]",你 知 道 画 皮 之 真 爱 无 悔 的 主 演 的 女 儿 小 名 是 什 么 吗 ？,画皮之真爱无悔的主演的女儿小名是什么？,请问《画皮之真爱无悔》的主演刘恺威的女儿小名是什么？
"[['润肺麦冬饮', '主要食材', '石膏'], ['石膏', '化学式', 'CaSO4·2H2O']]",润 肺 麦 冬 饮 的 主 要 食 材 的 化 学 式 是 什 么 ？,你知道润肺麦冬饮的主要食材的化学式吗？,润肺麦冬饮的主要食材的化学式是什么？
"[['阳光动力号', '相关学科', '可再生资源'], ['可再生资源', '概念', '资源']]",如 何 解 释 阳 光 动 力 号 的 相 关 学 科 ？,如何解释阳光动力号的相关学科？,请问如何解释阳光动力号的相关学科？
"[['野马', '外文名', 'Mustang'], ['Mustang', '品牌', '福特野马'], ['福特野马', '生产厂商', '美国福特汽车']]",野 马 的 外 文 名 的 品 牌 的 生 产 厂 商 是 谁 ？,野马的外文名的品牌的生产厂商是谁？,野马这个外文名的品牌是由哪个美国公司生产的？
"[['金星探测器', '探测目标', '金星'], ['金星', '远日点', '108,942,109千米']]",你 知 道 金 星 探 测 器 的 探 测 目 标 的 远 日 点 有 多 远 吗 ？,你知道金星探测器的探测目标的远日点有多远吗？,请问金星探测器的探测目标的远日点距离有多远？
"[['雅法城的黑疫病人', '地区', '巴黎'], ['巴黎', '机场', '奥利机场'], ['奥利机场', '机场代码', 'ORY']]",谁 能 告 诉 我 雅 法 城 的 黑 疫 病 人 的 地 区 的 机 场 的 代 码 是 多 少 ？,谁能告诉我雅法城的黑疫病人的地区的机场的机场代码是多少？,请问雅法城的黑疫病人的地区是巴黎，巴黎的机场代码是多少？
"[['砂型铸造', '使用', '刚玉砂'], ['刚玉砂', '别称', '氧化铝'], ['氧化铝', '水溶性', '不溶于水,易溶于碱和酸']]",砂 型 铸 造 的 使 用 的 别 称 的 水 溶 性 如 何 ？,砂型铸造的使用的别称的水溶性怎么样？,砂型铸造中使用的刚玉砂，它的别称是什么？这种别称的水溶性特性是怎样的？
"[['褚梅宏', '毕业院校', '山东英才学院'], ['山东英才学院', '学校地址', '山东省济南市高新区英才路2号']]",褚 梅 宏 的 毕 业 院 校 在 哪 里 ？,褚梅宏的毕业院校在哪里？,请问褚梅宏的毕业院校位于哪里？
"[['深圳市福田区设计商会', '性质', '福田区'], ['福田区', '经纬度', '北纬22°32′,东经114°0′']]",你 能 说 出 深 圳 市 福 田 区 设 计 商 会 的 性 质 的 经 纬 度 吗 ？,你能说出深圳市福田区设计商会的性质的经纬度吗？,请问深圳市福田区设计商会的性质在地图上的经纬度坐标是什么？
"[['Visual Basic 2005大学教程', '作者', '布拉德利'], ['布拉德利', '场上位置', '教练']]",请 问 Visual Basic 2005 大 学 教 程 的 作 者 在 场 上 的 职 位 是 什 么 啊?,请问Visual Basic 2005大学教程的作者在场上的职位是什么啊?,Visual Basic 2005 大学教程的作者是谁，他在场上担任什么职位？
"[['东厂、西厂', '中文名', '西厂'], ['西厂', '成立日期', '成化十三年（1477年）']]",你 知 道 东 厂 、 西 厂 的 中 文 名 是 什 么 时 候 成 立 的 吗 ？,东厂、西厂的中文名是哪年成立的？,请问东厂和西厂的中文名是什么时候成立的？
"[['桥梁伸缩缝', '中文名', '伸缩缝'], ['伸缩缝', '适用于', '楼顶,建筑物上方。']]",你 知 道 桥 梁 伸 缩 缝 的 中 文 名 适 用 于 哪 里 吗 ？,你知道桥梁伸缩缝的中文名适用于哪里吗？,请问桥梁伸缩缝的中文名适用于哪些地方？
"[['大成', '中文名', '周大成'], ['周大成', '别名', '大成'], ['大成', '中文名', '周大成']]",大 成 的 中 文 名 的 别 名 的 艺 名 是 什 么 ？,大成的中文名的别名的艺名是什么？,请问大成的中文名和别名是什么？
"[['波特切斯特学院斯特拉特福分校', '所属地区', '康涅狄格州'], ['康涅狄格州', '座右铭', '--continues to sustain']]",请 问 波 特 切 斯 特 学 院 斯 特 拉 特 福 分 校 的 所 属 地 区 的 座 右 铭 是 什 么 ？,请问波特切斯特学院斯特拉特福分校的所属地区的座右铭是什么？,请问波特切斯特学院斯特拉特福分校的座右铭是什么？
"[['玄皇', '身份', '元始天尊'], ['元始天尊', '所属', '先天大道化身之一']]",玄 皇 的 身 份 所 属 哪 里 ？,玄皇的身份所属哪里？,请问玄皇的身份属于哪里？
"[['傣族香茅草烤鸡', '主要食材', '香茅草'], ['香茅草', '种', '柠檬草'], ['柠檬草', '族', '高粱族']]",傣 族 香 茅 草 烤 鸡 的 主 要 食 材 的 种 是 哪 个 族 的 植 物,你知道傣族香茅草烤鸡的主要食材的种是哪个族的吗？,傣族香茅草烤鸡的主要食材属于哪个族的植物？
"[['当代中国农村宗族与乡村治理', '出版社', '西北大学'], ['西北大学', '学校类型', '综合性全国重点大学']]",当 代 中 国 农 村 宗 族 与 乡 村 治 理 的 出 版 社 是 什 么 类 型?,当代中国农村宗族与乡村治理的出版社是什么类型的大学？,请问当代中国农村宗族与乡村治理的出版社属于什么类型的学校？
"[['仙剑神魔', '主演', '萧芳芳'], ['萧芳芳', '配偶', '张正甫']]",谁 能 告 诉 我 仙 剑 神 魔 的 主 演 的 丈 夫 是 哪 位 ？,谁能告诉我仙剑神魔的主演的丈夫是哪位？,请问仙剑神魔的主演的丈夫是谁？
"[['内蒙古维信国际高尔夫度假村', '周边景点', '国航大厦'], ['国航大厦', '投资公司', '中国国际航空公司']]",内 蒙 古 维 信 国 际 高 尔 夫 度 假 村 的 周 边 景 点 投 资 了 哪 家 公 司 ？,请问投资内蒙古维信国际高尔夫度假村的周边景点的公司是？,请问内蒙古维信国际高尔夫度假村的周边景点是由哪家公司投资的呢？
"[['历届世界杯冠军', '别称', '国际足联世界杯'], ['国际足联世界杯', '主办机构', '国际足球联合会'], ['国际足球联合会', '现任主席', '詹尼·因凡蒂诺']]",历 届 世 界 杯 冠 军 的 别 称 的 主 办 机 构 现 在 的 主 席 是 谁 ？,谁是历届世界杯冠军的别称的主办机构的现任主席吗？,历届世界杯冠军的别称是什么？它的主办机构现在的主席是谁？
"[['圆梦实业集团', '原名', '圆梦创业联盟'], ['圆梦创业联盟', '下设', '企业咨询培训事业部']]",圆 梦 实 业 集 团 的 原 名 下 设 哪 个 机 构 ？,圆梦实业集团的原名下设了哪些部门？,请问圆梦实业集团的原名下设了哪个机构？
"[['丸美弹力蛋白眼精华', '所属公司', '丸美'], ['丸美', '代言人', '杨子姗']]",丸 美 弹 力 蛋 白 眼 精 华 的 所 属 公 司 代 言 什 么 ？,丸美弹力蛋白眼精华的所属公司曾经有过哪些代言人？,丸美弹力蛋白眼精华是哪家公司代言的？
"[['心梦', '歌曲原唱', '陈键锋'], ['陈键锋', '语言', '英语']]",心 梦 的 歌 曲 原 唱 会 说 哪 些 语 音 ？,心梦的歌曲原唱会说哪些语音？,心梦这首歌的原唱会使用哪些语言演唱？
"[['诺基亚8800Arte', '公司名称', '诺基亚'], ['诺基亚', '组织形式', '外商独资']]",诺 基 亚 8800Arte 的 公 司 名 称 是 什 么 形 式 的 ？,诺基亚8800Arte的公司名称是什么性质的公司？,请问诺基亚8800Arte的公司名称属于什么类型的组织形式？
"[['摩羯座二', '主宰行星', '土星'], ['土星', '平均密度', '0.70g/cm³']]",大 家 知 道 摩 羯 座 二 的 主 宰 行 星 的 平 均 密 度 吗 ？,大家知道摩羯座二的主宰行星的平均密度吗？,请问摩羯座二的掌管行星的平均密度是多少？
"[['Winbook 海王星', '中文名', '海王星'], ['海王星', '质量', '1.0247×10²⁶千克']]",请 问 Winbook 海 王 星 的 中 文 名 有 多 重 ？,请问Winbook 海王星的中文名有多重？,请问Winbook 海王星的质量是多少千克？
"[['死神VS火影1.4无敌版', '游戏类型', '死神VS火影'], ['死神VS火影', '主要角色', '黑崎一护'], ['黑崎一护', '初次登场', '漫画第1话,\xa0动画第1话']]",请 问 死 神 VS 火 影 1. 4 无 敌 版 的 游 戏 类 型 的 主 要 角 色 什 么 时 候 初 次 登 场 ？,请问死神VS火影1.4无敌版的游戏类型的主要角色什么时候初次登场？,死神 VS 火影 1.4 无敌版 的游戏类型是什么？主要角色黑崎一护是在哪一话首次登场？
"[['沧州市食品安全事故应急预案', '性质', '应急预案'], ['应急预案', '学科分类', '公共社会学']]",沧 州 市 食 品 安 全 事 故 应 急 预 案 的 性 质 的 学 科 如 何 分 类 的 ？,沧州市食品安全事故应急预案的性质的学科如何分类的？,沧州市食品安全事故应急预案属于公共社会学中的哪一类学科？
"[['诺基亚 Meego Harmattan 2（概念机）', '中文名', '诺基亚'], ['诺基亚', '组织形式', '外商独资']]",诺 基 亚 Meego Harmattan 2 （ 概 念 机 ） 的 中 文 名 是 什 么 性 质 的 公 司 ？,诺基亚 Meego Harmattan 2（概念机）的中文名是什么性质的公司？,请问诺基亚 Meego Harmattan 2（概念机）的中文名是什么性质的公司？
"[['李洋', '所属运动队', '广州富力足球俱乐部'], ['广州富力足球俱乐部', '拥有者', '张力']]",请 问 李 洋 的 所 属 运 动 队 有 没 有 人 知 道 吗 ？,你知道谁拥有李洋的所属运动队吗？,请问李洋所属的运动队是哪个？
"[['香取茜', '丈夫', '大贺真哉'], ['大贺真哉', '登场作品', '名侦探柯南'], ['名侦探柯南', '揭载号', '1994年第5号（1994年1月5日发行）']]",香 取 茜 的 丈 夫 的 登 场 作 品 的 揭 载 号 是 多 少 ？,香取茜的丈夫的登场作品的揭载号是多少？,香取茜的丈夫大贺真哉在哪部作品里首次登场，这部作品的发行号是多少？
"[['川贝银耳炖雪梨', '原料', '川贝'], ['川贝', '种', '川贝母'], ['川贝母', '族', '百合族']]",川 贝 银 耳 炖 雪 梨 的 原 料 的 种 属 于 什 么 族 ？,川贝银耳炖雪梨的原料的种属于什么族？,请问川贝银耳炖雪梨的原料川贝属于哪个族？
"[['帕努利定理', '应用学科', '空气动力学'], ['空气动力学', '研究内容', '物体在可压缩流体中的运动与受力']]",帕 努 利 定 理 的 应 用 学 科 研 究 些 什 么 内 容 ？,帕努利定理的应用学科研究些什么内容？,帕努利定理在空气动力学中主要研究什么内容？
"[['拍卖行', '主演', '尹素怡'], ['尹素怡', '兴趣', '漫画']]",拍 卖 行 的 主 演 喜 欢 做 什 么 ？,拍卖行的主演有什么兴趣？,拍卖行的主演喜欢什么？
"[['论集部', '作者', '佛教'], ['佛教', '创始人', '释迦牟尼']]",谁 是 论 集 部 的 作 者 的 创 始 人 ？,谁是论集部的作者的创始人？,请问论集部的作者是谁，他的创始人是谁？
"[['木作', '年代', '光绪'], ['光绪', '人物', '爱新觉罗·载湉'], ['爱新觉罗·载湉', '逝世地', '中南海瀛台']]",请 问 木 作 的 年 代 的 人 物 是 在 哪 里 去 世 的 ？,请问木作的年代的人物是在哪里去世的？,请问木作这个年代的人物是在哪里去世的？
"[['尸检', '部门', '卫生行政部门'], ['卫生行政部门', '管辖', '法规']]",谁 能 告 诉 我 尸 检 的 部 门 都 管 哪 些 方 面 的 事 情 ？,谁能告诉我尸检的部门都管些什么方面的事情？,请问尸检的部门主要负责哪些方面的法规制定和管理？
"[['谎言癖', '类型', '人格障碍'], ['人格障碍', '所属科室', '内科']]",谎 言 癖 的 类 型 属 于 什 么 科 室 ？,谁知道分裂型谎言癖的类型属于什么科室吗？,请问谎言癖这种人格障碍属于哪个科室？
"[['云雀北方亚种', '种', '欧亚云雀'], ['欧亚云雀', '体征', '外尾羽白色,尾巴棕色']]",云 雀 北 方 亚 种 的 种 有 什 么 体 征 ？,云雀北方亚种的种有哪些特征？,请问云雀北方亚种的种有什么体征？
"[['托里什韦德拉什防线', '人物', '帷幕'], ['帷幕', '释义', '多指用作遮挡的幕布']]",你 知 道 托 里 什 韦 德 拉 什 防 线 的 人 物 是 什 么 意 思 吗 ？,你知道托里什韦德拉什防线的人物是什么意思吗？,托里什韦德拉什防线的'人物'是什么意思呢？
"[['汉娜·曼根·劳伦斯', '代表作品', '斯巴达克斯：复仇'], ['斯巴达克斯：复仇', '电视台', 'Starz (USA)']]",请 问 汉 娜 · 曼 根 · 劳 伦 斯 的 代 表 作 品 在 哪 个 台 播 放 ？,你们知道汉娜·曼根·劳伦斯的代表作品在哪个台播放吗？,请问汉娜·曼根·劳伦斯的代表作品《斯巴达克斯：复仇》在哪个电视台播放？
"[['徐昊东', '毕业院校', '河北金融学院'], ['河北金融学院', '主管部门', '河北省人民政府']]",徐 昊 东 的 毕 业 院 校 的 主 管 部 门 是 什 么 ？,徐昊东的毕业院校的主管部门是什么？,徐昊东的毕业院校的主管部门是哪个单位？
"[['冠思铂', '外文名', 'GNSPRO'], ['GNSPRO', '中文名称', '冠思铂'], ['冠思铂', '源于', '香港']]",冠 思 铂 的 外 文 名 的 中 文 名 称 起 源 于 哪 里 ？,冠思铂的外文名的中文名称源于哪里？,请问冠思铂的外文名对应的中文名称起源于哪里？
"[['楚德湖', '类别', '淡水湖'], ['淡水湖', '流入', '裕民河,白龙冰河']]",你 知 道 楚 德 湖 的 类 别 流 入 哪 个 河 流 吗 ？,你知道楚德湖的类别流入哪个河流吗？,请问楚德湖属于哪一类湖泊，它流入的河有哪些呢？
"[['中国核仪器设备总公司', '隶属', '中国核工业集团公司'], ['中国核工业集团公司', '总经理', '钱智民']]",中 国 核 仪 器 设 备 总 公 司 的 隶 属 的 总 经 理 是 谁 ？,中国核仪器设备总公司的隶属的总经理是谁？,请问中国核仪器设备总公司的总经理是谁？
"[['杀人陷阱', '作者', '灯红酒绿'], ['灯红酒绿', '释义', '形容夜饮聚会的情景繁华热闹']]",谁 能 帮 我 解 释 一 下 杀 人 陷 阱 的 作 者 ？,谁能帮我解释一下杀人陷阱的作者？,请问，谁可以帮我解释一下《杀人陷阱》的作者是谁？
"[['吴汝俊', '代表作品', '武则天'], ['武则天', '享年', '82岁']]",吴 汝 俊 的 代 表 作 品 活 了 多 少 岁 ？,你知道吴汝俊的代表作品是多少岁的时候死的吗？,吴汝俊的代表作品武则天活了多少岁？
"[['重庆庞顺餐饮有限公司', '经营范围', '火锅'], ['火锅', '起源地', '泸州']]",重 庆 庞 顺 餐 饮 有 限 公 司 的 经 营 范 围 起 源 于 哪 里 ？,重庆庞顺餐饮有限公司的经营范围起源于哪里？,重庆庞顺餐饮有限公司的火锅起源于哪里？
"[['黄精鸡蛋汤', '主要营养成分', '黄精'], ['黄精', '别名', '爪子参（陕西）,笔管菜（辽宁）,黄鸡菜（东北）,鸡头黄精（中药志）,老虎姜（宁夏）,鸡爪参（甘肃）']]",黄 精 鸡 蛋 汤 的 主 要 营 养 成 分 属 于 什 么 种 ？,黄精鸡蛋汤的主要营养成分属于什么种？,黄精鸡蛋汤的主要营养成分是什么？
"[['帐号宝', '软件平台', '腾讯电脑管家'], ['腾讯电脑管家', '运行系统', 'Windows XP/Vista/7/8/10/OS X']]",帐 号 宝 的 软 件 平 台 是 什 么 系 统 运 行 ？,谁能告诉我帐号宝的软件平台是哪个系统的呢？,请问帐号宝的软件平台支持哪些操作系统？
"[['水星', '别称', '辰星'], ['辰星', '别称', '水星'], ['水星', '自转周期', '58.646日']]",水 星 的 别 称 的 别 稱 的 自 转 周 期 是 多 少 ？,水星的别称的别称的自转周期是多少？,请问水星的别称是什么？它的自转周期又是多少天？
"[['无水氢氟酸', '中文别名', '氟化氢'], ['氟化氢', '中文名', '氢氟酸'], ['氢氟酸', '沸点', '112.2℃']]",请 问 无 水 氢 氟 酸 的 中 文 别 名 的 主 要 成 分 是 什 么 ？,请问无水氢氟酸的中文别名的中文名的沸点为多少？,请问无水氢氟酸的中文别名主要成分是什么？
"[['肛周皮肤湿疹', '性质', '湿疹'], ['湿疹', '预防措施', '注意饮食调理,均衡营养,多注意个人卫生,做好过敏性皮炎的防治']]",如 何 预 防 肛 周 皮 肤 湿 疹 的 性 质 ？,如何预防肛周皮肤湿疹的性质？,如何预防肛周皮肤湿疹的性质？
"[['越反越爱', '作曲', '郑楠'], ['郑楠', '妻子', '李纯'], ['李纯', '生肖', '兔']]",越 反 越 爱 的 作 曲 的 妻 子 是 属 什 么 的 ？,越反越爱的作曲的妻子是属什么的来着？,请问《越反越爱》的作曲者的妻子是什么生肖？
"[['耶律齐', '好友', '杨过'], ['杨过', '门派', '古墓派']]",耶 律 齐 的 好 友 属 于 什 么 门 派 ？,大家知道耶律齐的好友是哪个门派的吗？,请问，耶律齐的好朋友属于哪个门派？
"[['建安体', '作者', '曹操'], ['曹操', '谥号', '武皇帝']]",建 安 体 的 作 者 的 谥 号 是 什 么 ？,建安体的作者的谥号是什么来着？,请问建安体的作者是谁，他的谥号是什么？
"[['雪菜蒸鱼', '主要原料', '酸菜'], ['酸菜', '菜系', '满洲菜']]",雪 菜 蒸 鱼 的 主 要 原 料 属 于 什 么 菜 系 ？,雪菜蒸鱼的主要原料属于什么菜系？,雪菜蒸鱼的主要原料属于哪个菜系？
"[['强迫停运', '地点', '三峡大坝'], ['三峡大坝', '投资金额', '总投资4954.6亿元人民币']]",强 迫 停 运 的 地 点 投 资 了 多 少 钱 ？,有人知道强迫停运的地点投资了多少钱吗？,请问强迫停运的地点投资了多少钱？
"[['山西春城乳业有限公司', '总部地点', '山阴县'], ['山阴县', '下辖地区', '古城镇'], ['古城镇', '人口', '6万人']]",你 知 道 山 西 春 城 乳 业 有 限 公 司 的 总 部 地 点 的 下 辖 地 区 有 多 少 人 吗 ？,你知道山西春城乳业有限公司的总部地点的下辖地区有多少人吗？,请问山西春城乳业有限公司的总部地点下的古城镇有多少人口？
"[['绝命律师成田诚', '作者', '高田'], ['高田', '中文名称', '高田村']]",请 问 绝 命 律 师 成 田 诚 的 作 者 ic 的 记 号 是 什 么 ？,请问绝命律师成田诚的作者ic的记号是什么？,请问绝命律师成田诚的作者高田的中文名是什么？
"[['初恋', '专辑歌手', '郭家铭'], ['郭家铭', '喜欢的电影', '泰坦尼克号']]",谁 知 道 初 恋 的 专 辑 歌 手 喜 欢 什 么 电 影 ？,谁知道初恋的专辑歌手喜欢什么电影？,你知道郭家铭喜欢的电影是什么吗？
"[['无泪', '歌曲原唱', '韩栋'], ['韩栋', '代表作品', '天龙八部'], ['天龙八部', '监制', '萧笙']]",无 泪 的 歌 曲 原 唱 的 代 表 作 品 的 监 制 是 哪 位 ？,无泪的歌曲原唱的代表作品的监制是哪位？,请问无泪这首歌曲的原唱的代表作的监制是谁？
"[['段誉', '别名', '段正严'], ['段正严', '在位时间', '1108年—1147年']]",请 问 段 誉 的 别 名 的 在 位 时 间 是 多 少 ？,段誉的别名的在位时间是多少？,请问段誉的别名段正严在位的时间是多久？
"[['iMessage', '发行公司', '苹果公司'], ['苹果公司', '年营业额', '1,827.95,亿美元（2014年）']]",你 知 道 iMessage 的 发 行 公 司 的 年 营 业 额 是 多 少 吗 ？,你知道iMessage的发行公司的年营业额是多少吗？,苹果公司，也就是 iMessage 的发行公司，它的年营业额是多少呢？
"[['动画分镜头创作', '正文语种', '汉语'], ['汉语', '语族与语系', '汉语族']]",请 问 动 画 分 镜 头 创 作 的 正 文 语 种 属 于 哪 个 语 系 ？,请问动画分镜头创作的正文语种属于什么语族和语系？,请问动画分镜头创作的正文语种属于哪个语系？
"[['中国女子重剑队', '知名人物', '李娜'], ['李娜', '体重', '66kg']]",中 国 女 子 重 剑 队 的 知 名 人 物 体 重 有 多 少,打网球的中国女子重剑队的知名人物体重有多少,中国女子重剑队的知名人物李娜的体重是多少？
"[['圣灵教', '出处', '绝世唐门'], ['绝世唐门', '作品标签', '奇遇']]",圣 灵 教 的 出 处 作 品 有 什 么 特 点 ？,圣灵教的出处作品有什么特点？,请问圣灵教在《绝世唐门》这部作品中的特点是什么？
"[['南毛北马之混乱时空', '作者', '连载中'], ['连载中', '中文名', '连载中']]",南 毛 北 马 之 混 乱 时 空 的 作 者 这 本 书 还 在 连 载 中 吗 ？,焚心之城这本小说是完结了还是南毛北马之混乱时空的作者？,请问《南毛北马之混乱时空》的作者还在连载这本书吗？
"[['阿尔忒弥斯', '其他名称', '狄安娜'], ['狄安娜', '别称', '阿尔忒弥斯'], ['阿尔忒弥斯', '所属', '奥林匹斯十二主神之一']]",阿 尔 忒 弥 斯 的 其 他 名 称 的 别 称 属 于 什 么 族 ？,阿尔忒弥斯的其他名称的别称属于什么族？,阿尔忒弥斯，这个奥林匹斯十二主神之一的女神，她的其他名称和别称分别是什么？
"[['太上忘情', '门派', '五毒'], ['五毒', '来自', '剑侠情缘网络版叁'], ['剑侠情缘网络版叁', '收费模式', '时间收费（月卡,点卡两种模式）']]",请 问 太 上 忘 情 的 门 派 的 来 自 是 怎 样 收 费 的 ？,请问太上忘情的门派的来自的收费模式是什么样的？,太上忘情这个门派是来自哪个游戏，它的收费模式是什么？
"[['郑亨敦', '职业', '主持人'], ['主持人', '代表人物', '董卿'], ['董卿', '座右铭', '量力而行']]",郑 亨 敦 的 职 业 的 代 表 人 物 的 座 右 铭 是 什 么 ？,郑亨敦的职业的代表人物的座右铭是什么？,郑亨敦的职业代表人物的座右铭是什么？
"[['麦迪逊豪华住宅区酒店', '周围景观', '罗斯福岛'], ['罗斯福岛', '长', '2.5公里']]",你 知 道 麦 迪 逊 豪 华 住 宅 区 酒 店 的 周 围 景 观 有 多 长 吗 ？,麦迪逊豪华住宅区酒店的周围景观的长是多少？,麦迪逊豪华住宅区酒店周围的罗斯福岛有多长？
"[['蕨麻米饭', '主要原料', '蕨麻'], ['蕨麻', '亚科', '蔷薇亚科']]",蕨 麻 米 饭 的 主 要 原 料 属 于 什 么 亚 科 ？,蕨麻米饭的主要原料属于什么亚科？,请问蕨麻米饭的主要原料属于哪个亚科？
"[['水北街道办事处', '地址', '水北街'], ['水北街', '被称为', '杭州市文物保护点']]",水 北 街 道 办 事 处 的 地 址 又 叫 做 什 么 ？,水北街道办事处的地址又叫做什么？,请问水北街道办事处的具体地址是什么？
"[['仙界传承', '作者', '地球'], ['地球', '轨道倾角', '0（7.25°至太阳赤道）']]",有 人 知 道 仙 界 传 承 的 作 者 的 轨 道 倾 角 是 多 少 呢 ？,有没有人知道仙界传承的作者的轨道倾角是多少呢？,请问，你知道《仙界传承》这本书的作者所在的地球轨道倾角是多少吗？
"[['手机吊带', '外文名', '手机绳'], ['手机绳', '主要材料', 'poly']]",手 机 吊 带 的 外 文 名 的 主 要 材 料 是 什 么 ？,我想知道手机吊带的外文名都是啥材质的呀？,请问手机吊带的主要材料是什么？
"[['博美茶杯犬', '中文名', '博美犬'], ['博美犬', '亚种', '家犬']]",博 美 茶 杯 犬 的 中 文 名 是 属 于 哪 种 犬 的 ？,博美茶杯犬的中文名是属于什么亚种的犬？,请问博美茶杯犬的中文名属于哪种犬的亚种？
"[['惊怒', '作者', '金牌大风'], ['金牌大风', '分公司', '香港']]",惊 怒 的 作 者 的 分 公 司 位 于 哪 里 ？,惊怒的作者的分公司位于哪里？,请问《惊怒》的作者金牌大风的分公司位于哪里？
"[['庞葛爱', '登场作品', '施公奇案'], ['施公奇案', '编导', '李健和']]",庞 葛 爱 的 登 场 作 品 的 编 导 是 谁 ？,谁是庞葛爱的登场作品的编导？,庞葛爱参与的施公奇案的编导是谁？
"[['江湖生化', '作者', '市井小人'], ['市井小人', '【释义】', '：指城市中庸俗鄙陋之人。']]",你 能 解 释 江 湖 生 化 的 作 者 的 含 义 吗 ？,请问江湖生化的作者是什么意思啊？,请问江湖生化的作者是谁？
"[['凤影天下：腹黑君王彪悍后', '作者', '谜语'], ['谜语', '起源', '先秦时代']]",你 知 道 凤 影 天 下 ： 腹 黑 君 王 彪 悍 后 的 作 者 起 源 于 那 里 吗 ？,你知道凤影天下：腹黑君王彪悍后的作者起源于那里吗？,凤影天下：腹黑君王彪悍后的作者起源于哪里？
"[['异世之游记', '作者', '文李'], ['文李', '主讲课程', '生物化学']]",谁 知 道 异 世 之 游 记 的 作 者 主 要 讲 什 么 课 ？,异世之游记的作者 老师主要讲那几门课程？,请问异世之游记的作者主要讲授的是哪门课程？
"[['3D太空站', '其它译名', '国际空间站'], ['国际空间站', '高度', '20米']]",3D 太 空 站 的 其 它 译 名 高 达 多 少 ？,3D太空站的其它译名有多高？,3D太空站的其它译名高度是多少？
"[['MAKGIO', '中文名', '马可吉欧'], ['马可吉欧', '起源于', '意大利皮具品牌世家']]",你 知 道 MAKGIO 的 中 文 名 起 源 于 哪 里 吗 ？,MAKGIO的中文名起源于哪里？,MAKGIO 这个品牌名是从哪里来的？
"[['页页枫情', '作者', '帷幕'], ['帷幕', '释义', '多指用作遮挡的幕布']]",请 问 页 页 枫 情 的 作 者 是 什 么 意 思 ？,你知道页页枫情的作者是什么意思吗？,请问页页枫情的作者是谁？
"[['陇薯7号', '选育单位', '甘肃省农业科学院马铃薯研究所'], ['甘肃省农业科学院马铃薯研究所', '单位性质', '科研事业']]",陇 薯 7 号 的 选 育 单 位 的 性 质 是 什 么 ？,请问陇薯7号的选育单位单位性质是什么？,陇薯7号的选育单位是甘肃省农业科学院马铃薯研究所，这个研究所的单位性质是什么？
"[['毒敌山', '主人', '蝎子精'], ['蝎子精', '结局', '被葫芦娃消灭']]",毒 敌 山 的 主 人 的 结 局 是 什 么 ？,毒敌山的主人的结局是什么？,毒敌山的主人最后怎么样了？
"[['六次别离', '主演', '张悦轩'], ['张悦轩', '好友', '田雨橙,小小志,王诗龄,郭子睿']]",六 次 别 离 的 主 演 的 好 朋 友 都 有 谁 ？,你知道六次别离的主演的好朋友都有谁吗？,请问《六次别离》的主演有哪些好友？
"[['善和', '含义', '和善'], ['和善', '近义词', '和蔼']]",善 和 的 含 义 的 近 义 词 是 什 么 ？,善和的含义的近义词是什么？,请问和善的近义词是什么？
"[['可溶性碱', '举例', '氢氧化钾'], ['氢氧化钾', '水溶性', '易溶']]",可 溶 性 碱 的 举 例 是 怎 么 水 溶 的 ？,可溶性碱的举例的水溶性怎么样？,可溶性碱，比如氢氧化钾，它的水溶性怎么样？
"[['安华桥站', '所属线路', '北京地铁8号线'], ['北京地铁8号线', '路线类型', '地下']]",安 华 桥 站 的 所 属 线 路 是 地 上 还 是 地 下 ？,安华桥站的所属线路属于什么类型？,请问安华桥站是属于地上线路还是地下线路？
"[['双面人', '专辑歌手', '郑伊健'], ['郑伊健', '代表作品', '天行者'], ['天行者', '类型', '动作']]",双 面 人 的 专 辑 歌 手 的 代 表 作 品 都 有 什 么 动 作 ？,双面人的专辑歌手的代表作品属于什么类型？,请问双面人的专辑歌手的代表作品有哪些动作类型的作品？
